Serial,Lon,Lat,Code
PI040297AA4E041036,-1.898,53.775,s055qcqh
PI040307AA4C023970,-1.898,53.775,76qz8n2c
PI040307AA4C023386,-1.898,53.775,t3fm1fy8
PI040307AA4C023370,-1.898,53.775,hjna1ka9
PI040297AA4E041589,-1.898,53.775,6vyyd3p8
PI040307AA4C020302,-1.898,53.775,kbm0hyeg
PI040307AA4C020916,-1.898,53.775,r0ga6p7f
PI040307AA4C019934,-1.898,53.775,jv2zwjn9
PI040297AA4E041339,-1.898,53.775,e1c0apsj
PI040307AA4C020353,-1.898,53.775,m6m895nh
PI040307AA4C022146,-1.898,53.775,xrvghvn0
PI040297AA4E041406,-1.898,53.775,kye11ykp
PI040297AA4E041017,-1.898,53.775,g8kzb9d3
PI040297AA4E041163,-1.898,53.775,e1fj5nnp
PI040307AA4C021485,-1.898,53.775,sy965sdn
PI040307AA4C020958,-1.898,53.775,k0n09xay
PI040307AA4C021852,-1.898,53.775,04gqbah7
PI040307AA4C020285,-1.898,53.775,yefssbde
PI040297AA4E041148,-1.917,53.779,evw3bqp8
PI040307AA4C021785,-1.917,53.779,cvntqbca
PI040297AA4E041382,-1.915,53.78,sfj2q493
PI040307AA4C022098,-1.915,53.78,pv4byzbe
PI040307AA4C021564,-1.915,53.78,kxwg6z4c
PI040307AA4C021972,-1.914,53.779,8cgc081e
PI040307AA4C022027,-1.914,53.779,c435saz5
PI040307AA4C020365,-1.914,53.779,s2dsrpkw
PI040297AA4E041140,-1.914,53.779,5341qef5
PI040297AA4E040928,-1.914,53.779,tp40d5my
PI040307AA4C024172,-1.809,53.822,2x14h5w5
PI040297AA4E041315,-1.809,53.822,4qw5rgab
PI040297AA4E041086,-1.902,53.775,7mhdqcxy
PI040307AA4C020065,-1.902,53.775,mnx7c49m
PI040307AA4C022804,-1.902,53.775,9qsp6jbk
PI040307AA4C021525,-1.901,53.775,trsntft0
PI040307AA4C022401,-1.901,53.775,nydvqbpk
PI040307AA4B017642,-1.902,53.775,8m0w3dca
PI040297AA4E041476,-1.901,53.775,8dj5w3ab
PI040307AA4C020352,-1.901,53.775,bbdjqkrv
PI040307AA4C019962,-1.902,53.775,amm55g7g
PI040307AA4C020023,-1.902,53.775,pfv2cwqw
PI040307AA4C019930,-1.902,53.775,7v44g4cc
PI040307AA4C024930,-1.902,53.775,s9trpb7c
PI040307AA4C020149,-1.902,53.775,dm47md19
PI040307AA4C022056,-1.902,53.775,wrgdns4p
PI040307AA4C023859,-1.81,53.823,z2h3b5gy
PI040307AA4C024207,-1.81,53.823,j8xpvved
PI040307AA4C020815,-1.81,53.823,96wj3jnf
PI040307AA4C021127,-1.832,53.84,735y05rh
PI040307AA4C022913,-1.809,53.822,ygtvkgmh
PI040307AA4C022087,-1.809,53.822,y9s0mwz7
PI040297AA4E040685,-1.904,53.777,ht63k31f
PI040307AA4C024861,-1.904,53.777,3rn8j9z7
PI040307AA4C020293,-1.904,53.777,nyynkyep
PI040307AA4C020338,-1.904,53.777,sqamt0x0
PI040307AA4C020326,-1.903,53.776,eaf1k1kb
PI040307AA4C020452,-1.902,53.775,k2s4g12n
PI040307AA4C021828,-1.904,53.777,7ppaf8rc
PI040297AA4E040772,-1.904,53.777,01n8brb1
PI040307AA4C020091,-1.903,53.776,vq50z4pd
PI040307AA4C020869,-1.914,53.773,3ev52p0b
PI040307AA4C025381,-1.914,53.773,zbnh7kgj
PI040307AA4C021715,-1.913,53.773,b5pw5cfr
PI040307AA4C021765,-1.913,53.773,gtz93mb4
PI040297AA4E041447,-1.904,53.777,88tn54x8
PI040307AA4C025345,-1.904,53.777,6rw29ap5
PI040307AA4C020955,-1.904,53.777,ef3ep1e6
PI040297AA4E041642,-1.911,53.772,zcvyp66p
PI040297AA4E041308,-1.903,53.776,k6panptg
PI040307AA4C021835,-1.903,53.776,06spxq11
PI040307AA4C019755,-1.913,53.773,afdtpahd
PI040298AA3K026204,0.122,51.396,vnbfmkdp
